Date,Ticker,Company_Name,Title,Cleaned_Content,Density_Ticker,Density_Company,Sentiment,Url,PublishedAt,Source
2024-12-31,MMM,3M,Is 3M a Top Stock to Buy for 2025?,years underperformance nyse mmm stock delivered respectable performance investors gaining bring importantly best wa chars,0.0,0.02857142857142857,0.75,https://biztoc.com/x/e02ba693e47977ea,2024-12-31T11:47:04Z,Biztoc.com
2024-12-31,ABT,Abbott Laboratories,Abbott Laboratories (NYSE:ABT) Stock Price Crosses Above 200-Day Moving Average – What’s Next?,abbott laboratories nyse abt get free report share price passed day moving average trading monday stock day moving average traded high chars,0.0,0.05555555555555555,0.065,https://www.etfdailynews.com/2024/12/31/abbott-laboratories-nyseabt-stock-price-crosses-above-200-day-moving-average-whats-next/,2024-12-31T08:40:59Z,ETF Daily News
2024-12-31,ADBE,Adobe Inc.,Rep. Marjorie Taylor Greene Buys Adobe Inc. (NASDAQ:ADBE) Stock,representative marjorie taylor greene r georgia recently bought shares adobe inc nasdaq adbe filing disclosed december th representative disclosed bought chars,0.0,0.06896551724137931,0.0,https://www.etfdailynews.com/2024/12/31/rep-marjorie-taylor-greene-buys-adobe-inc-nasdaqadbe-stock/,2024-12-31T11:04:46Z,ETF Daily News
2024-12-31,AMD,Advanced Micro Devices,AMD's Next Big Move: Northland Names It a Top Pick for 2025,recently northland analysts reiterated outperform rating advanced micro devices amd financial set price target price target nearly upside tuesday c chars,0.0,0.08823529411764706,0.125,https://finance.yahoo.com/news/amds-next-big-move-northland-065521816.html,2024-12-31T06:55:21Z,Yahoo Entertainment
2024-12-31,AMD,Advanced Micro Devices,"Advanced Micro Devices, Inc. (NASDAQ:AMD) Short Interest Up 14.7% in December",advanced micro devices inc nasdaq amd get free report saw significant growth short interest month december december th short interest totalling sha chars,0.0,0.058823529411764705,0.23500000000000001,https://www.etfdailynews.com/2024/12/31/advanced-micro-devices-inc-nasdaqamd-short-interest-up-14-7-in-december/,2024-12-31T11:56:53Z,ETF Daily News
2024-12-31,AMD,Advanced Micro Devices,GraniteShares 1x Short AMD Daily ETF (NASDAQ:AMDS) Short Interest Down 7.1% in December,graniteshares x short amd daily etf nasdaq amds get free report recipient significant drop short interest december december th short interest totalling chars,0.02857142857142857,0.0,0.12916666666666668,https://www.etfdailynews.com/2024/12/31/graniteshares-1x-short-amd-daily-etf-nasdaqamds-short-interest-down-7-1-in-december/,2024-12-31T11:56:50Z,ETF Daily News
2024-12-31,AFL,Aflac,"Aflac Incorporated (NYSE:AFL) EVP Sells $2,558,529.60 in Stock",aflac incorporated nyse afl get free report evp audrey b tillman sold shares company stock transaction dated friday december th stock sold average price chars,0.0,0.027777777777777776,0.125,https://www.etfdailynews.com/2024/12/31/aflac-incorporated-nyseafl-evp-sells-2558529-60-in-stock/,2024-12-31T09:06:58Z,ETF Daily News
2024-12-31,A,Agilent Technologies,E-Invoicing and Automation Lead the Way in Tax Transformation,regulatory demands increase digital transformation approach e invoicing indirect tax transformation becoming essential businesses recent roundtable industry leaders disc chars,0.03571428571428571,0.0,0.1125,https://economictimes.indiatimes.com/news/india/e-invoicing-and-automation-lead-the-way-in-tax-transformation/articleshow/116620671.cms,2024-12-31T09:51:10Z,The Times of India
2024-12-31,APD,Air Products,"Air Products and Chemicals, Inc. (APD) to Issue Quarterly Dividend of $1.77 on February 10th",air products chemicals inc nyse apd get free report declared quarterly dividend thursday november st rtt news reports shareholders record thursday january nd given chars,0.0,0.06060606060606061,0.4,https://www.etfdailynews.com/2024/12/31/air-products-and-chemicals-inc-apd-to-issue-quarterly-dividend-of-1-77-on-february-10th/,2024-12-31T12:06:55Z,ETF Daily News
2024-12-31,ARE,Alexandria Real Estate Equities,Zacks Research Analysts Reduce Earnings Estimates for ARE,alexandria real estate equities inc nyse free report research analysts zacks research reduced q eps estimates shares alexandria real estate equities report issu chars,0.0,0.20588235294117646,0.26666666666666666,https://www.etfdailynews.com/2024/12/31/zacks-research-analysts-reduce-earnings-estimates-for-are/,2024-12-31T06:22:50Z,ETF Daily News
2024-12-31,AMZN,Amazon,The AI stocks that could boom in 2025,big tech stocks could another big year nvidia nvda amazon amzn alphabet googl apple aapl could continue biggest winners artificial intelligence chars,0.0,0.029411764705882353,-0.19999999999999998,https://qz.com/tech-ai-stocks-2025-nvidia-google-amazon-apple-1851723970,2024-12-31T10:00:00Z,Quartz India
2024-12-31,AMZN,Amazon,"Is Amazon a Buy, Sell, or Hold in 2025?",e commerce pioneer amazon nasdaq amzn belongs small handful stocks consider buying time time master investors like warren buffett insist even great companie chars,0.0,0.029411764705882353,0.275,https://biztoc.com/x/4c6b5df0cc9c94fc,2024-12-31T17:50:46Z,Biztoc.com
2024-12-31,AXP,American Express,These Are The 5 Best Dow Jones Stocks Of 2024,nvidia nvda walmart wmt amazon com amzn count among five best dow jones stocks goldman sachs gs american express axp also make cut xnow playingstocks end strong chars,0.0,0.05714285714285714,0.4777777777777778,https://www.investors.com/news/best-dow-jones-stocks-2024-nvidia-walmart-amazon-goldman-sachs-american-express/,2024-12-31T21:21:21Z,Investor's Business Daily
2024-12-31,AXP,American Express,American Express (NYSE:AXP) Share Price Passes Above 200-Day Moving Average – Here’s Why,american express nyse axp shares crossed day moving average trading monday stock day moving average traded high american expres chars,0.0,0.08823529411764706,-0.027999999999999997,https://www.etfdailynews.com/2024/12/31/american-express-nyseaxp-share-price-passes-above-200-day-moving-average-heres-why/,2024-12-31T08:40:56Z,ETF Daily News
2024-12-31,AMT,American Tower,American Tower Co. (NYSE:AMT) Short Interest Update,american tower co nyse amt get free report target significant decline short interest december december th short interest totalling shares decl chars,0.0,0.05714285714285714,0.155,https://www.etfdailynews.com/2024/12/31/american-tower-co-nyseamt-short-interest-update/,2024-12-31T13:22:48Z,ETF Daily News
2024-12-31,APH,Amphenol,Amphenol (NYSE:APH) Stock Crosses Above 200 Day Moving Average – Here’s What Happened,amphenol co nyse aph get free report stock price passed two hundred day moving average trading monday stock two hundred day moving average traded chars,0.0,0.02631578947368421,0.03333333333333333,https://www.etfdailynews.com/2024/12/31/amphenol-nyseaph-stock-crosses-above-200-day-moving-average-heres-what-happened/,2024-12-31T08:46:25Z,ETF Daily News
2024-12-31,AON,Aon,Contrasting AON (NYSE:AON) and TWFG (NASDAQ:TWFG),aon nyse aon get free report twfg nasdaq twfg get free report finance companies superior business contrast two companies based strength chars,0.02702702702702703,0.02702702702702703,0.5,https://www.etfdailynews.com/2024/12/31/contrasting-aon-nyseaon-and-twfg-nasdaqtwfg/,2024-12-31T07:46:49Z,ETF Daily News
2024-12-31,AAPL,Apple Inc.,Apple Inc. (NASDAQ:AAPL) is Fidelis Capital Partners LLC’s Largest Position,fidelis capital partners llc lifted position apple inc nasdaq aapl free report third quarter according company recent filing securities chars,0.0,0.05714285714285714,0.13333333333333333,https://www.etfdailynews.com/2024/12/31/apple-inc-nasdaqaapl-is-fidelis-capital-partners-llcs-largest-position/,2024-12-31T08:20:48Z,ETF Daily News
2024-12-31,AAPL,Apple Inc.,Apple Inc. (NASDAQ:AAPL) Shares Sold by Jacobsen Capital Management,jacobsen capital management decreased stake apple inc nasdaq aapl free report rd quarter holdings channel reports firm owned shares iphone maker chars,0.0,0.058823529411764705,-0.06666666666666667,https://www.etfdailynews.com/2024/12/31/apple-inc-nasdaqaapl-shares-sold-by-jacobsen-capital-management/,2024-12-31T08:20:49Z,ETF Daily News
2024-12-31,AAPL,Apple Inc.,Andina Capital Management LLC Decreases Position in Apple Inc. (NASDAQ:AAPL),andina capital management llc lessened stake apple inc nasdaq aapl free report third quarter holdings channel reports fund owned shares iphone maker chars,0.0,0.05714285714285714,0.2,https://www.etfdailynews.com/2024/12/31/andina-capital-management-llc-decreases-position-in-apple-inc-nasdaqaapl/,2024-12-31T08:20:51Z,ETF Daily News
2024-12-31,AAPL,Apple Inc.,"Eagle Strategies LLC Sells 1,085 Shares of Apple Inc. (NASDAQ:AAPL)",eagle strategies llc reduced stake apple inc nasdaq aapl free report third quarter holdingschannel reports fund owned shares iphone maker stock af chars,0.0,0.058823529411764705,0.2,https://www.etfdailynews.com/2024/12/31/eagle-strategies-llc-sells-1085-shares-of-apple-inc-nasdaqaapl/,2024-12-31T08:20:48Z,ETF Daily News
