Date,Ticker,Company_Name,Title,Cleaned_Content,Density_Ticker,Density_Company,Sentiment,Url,PublishedAt,Source
2025-01-07,AOS,A. O. Smith,"Pensionfund Sabic Buys 5,500 Shares of A. O. Smith Co. (NYSE:AOS)",pensionfund sabic grew position shares smith co nyse aos free report th quarter according recent f filing securities exchange com chars,0.0,0.08108108108108109,0.2,https://www.etfdailynews.com/2025/01/07/pensionfund-sabic-buys-5500-shares-of-a-o-smith-co-nyseaos/,2025-01-07T08:57:01Z,ETF Daily News
2025-01-07,ACN,Accenture,Accenture Launches AI Refinery for Industry to Reinvent Processes and Accelerate Agentic AI Journeys,powered accenture nyse acn ai refinery built nvidia nasdaq nvda ai new industry agent solutions help organizations accelerate autonomous future plans expand agent solutio chars,0.0,0.03225806451612903,0.1787878787878788,https://www.investing.com/news/press-releases/accenture-launches-ai-refinery-for-industry-to-reinvent-processes-and-accelerate-agentic-ai-journeys-93CH-3799097,2025-01-07T04:32:03Z,Investing.com
2025-01-07,AMD,Advanced Micro Devices,AMD Stock: Time To Get Aggressive,intro amp thesisi first wrote advanced micro devices nasdaq amd stock seeking alpha back august since written articles rating varied se chars,0.0,0.08333333333333333,0.21666666666666667,https://biztoc.com/x/01fcc541379aebce,2025-01-07T11:40:23Z,Biztoc.com
2025-01-07,AMD,Advanced Micro Devices,"Advanced Micro Devices, Inc. (NASDAQ:AMD) Stock Holdings Lifted by Canandaigua National Bank & Trust Co.",canandaigua national bank amp trust co grew position advanced micro devices inc nasdaq amd free report th quarter according company recent fil chars,0.0,0.05714285714285714,0.26666666666666666,https://www.etfdailynews.com/2025/01/07/advanced-micro-devices-inc-nasdaqamd-stock-holdings-lifted-by-canandaigua-national-bank-trust-co/,2025-01-07T10:06:47Z,ETF Daily News
2025-01-07,AMD,Advanced Micro Devices,"Nordea Investment Management AB Has $212.94 Million Stock Position in Advanced Micro Devices, Inc. (NASDAQ:AMD)",nordea investment management ab grew stake advanced micro devices inc nasdaq amd free report fourth quarter according company recent form f filing w chars,0.0,0.05555555555555555,0.2,https://www.etfdailynews.com/2025/01/07/nordea-investment-management-ab-has-212-94-million-stock-position-in-advanced-micro-devices-inc-nasdaqamd/,2025-01-07T08:50:57Z,ETF Daily News
2025-01-07,AMD,Advanced Micro Devices,AMD Adds Dell as Commercial PC Customer for the First Time,advanced micro devices inc second biggest maker computer processors said chips used dell technologies inc first time pcs sold businesses chipmaker unvei chars,0.0,0.08823529411764706,0.21666666666666667,https://www.gadgets360.com/laptops/news/amd-adds-dell-commercial-pc-customer-first-time-7419707,2025-01-07T11:00:05Z,Gadgets360.com
2025-01-07,AMD,Advanced Micro Devices,"AMD Ryzen 9950X3D and 9900X3D, Ryzen Z2, Ryzen 9000 Mobile, and Ryzen AI Series CPUs Unveiled at CES 2025",advanced micro devices amd introduced several ryzen branded gaming cpus including ryzen x x series ryzen z lineup consumer electronics show ces monday co chars,0.0,0.09375,0.2,https://www.gadgets360.com/laptops/news/amd-ryzen-9900-9950-x3d-z2-extreme-go-ai-300-200-max-gaming-chipsets-ces-2025-7418019,2025-01-07T08:21:28Z,Gadgets360.com
2025-01-07,AMD,Advanced Micro Devices,AMDがゲーミングPC向けプロセッサ「Ryzen 9 9950X3D／9900X3D」を発表,amd pcryzen x dryzen x amd ces youtube amd announces new graphics gaming products ultimate gameplay experience ces advanced micro devices inc amd htt chars,0.06060606060606061,0.06060606060606061,0.1787878787878788,https://news.livedoor.com/article/detail/27897901/,2025-01-07T03:20:00Z,Livedoor.com
2025-01-07,AMD,Advanced Micro Devices,AMDがAI性能を強化した「Ryzen AI Max」を発表、「Ryzen AI 300」のラインナップ拡充やエントリー向けシリーズ「Ryzen AI 200」の追加も,ces amdryzen ai max amd ces youtube amd announces expanded consumer commercial ai pc portfolio ces advanced micro devices inc amd chars,0.06666666666666667,0.06666666666666667,0.2,https://news.livedoor.com/article/detail/27898264/,2025-01-07T04:33:00Z,Livedoor.com
2025-01-07,AMD,Advanced Micro Devices,AMDがRDNA 3.5採用の「AMD Ryzen Z2 Extreme」などポータブルゲーミングPC向けの高性能プロセッサシリーズを発表,amd aaapcryzen z amd ryzen z z series processors handheld pc gaming amd announces new graphics gaming chars,0.08695652173913043,0.0,0.13636363636363635,https://news.livedoor.com/article/detail/27897687/,2025-01-07T03:10:00Z,Livedoor.com
