Date,Ticker,Company_Name,Title,Cleaned_Content,Density_Ticker,Density_Company,Sentiment,Url,PublishedAt,Source
2025-01-06,ABT,Abbott Laboratories,Boltwood Capital Management Acquires 119 Shares of Abbott Laboratories (NYSE:ABT),boltwood capital management boosted holdings shares abbott laboratories nyse abt free report fourth quarter holdings channel com reports fund owned shares chars,0.0,0.0625,0.2,https://www.etfdailynews.com/2025/01/06/boltwood-capital-management-acquires-119-shares-of-abbott-laboratories-nyseabt/,2025-01-06T17:04:46Z,ETF Daily News
2025-01-06,ABBV,AbbVie,Legacy Wealth Management LLC MS Sells 409 Shares of AbbVie Inc. (NYSE:ABBV),legacy wealth management llc ms decreased position abbvie inc nyse abbv free report fourth quarter holdings channel com reports firm owned shares compan chars,0.0,0.029411764705882353,-0.05,https://www.etfdailynews.com/2025/01/06/legacy-wealth-management-llc-ms-sells-409-shares-of-abbvie-inc-nyseabbv/,2025-01-06T15:33:00Z,ETF Daily News
2025-01-06,ABBV,AbbVie,CWA Asset Management Group LLC Has $8.60 Million Stake in AbbVie Inc. (NYSE:ABBV),cwa asset management group llc cut holdings abbvie inc nyse abbv free report th quarter holdingschannel com reports fund owned shares company stock chars,0.0,0.02857142857142857,0.4,https://www.etfdailynews.com/2025/01/06/cwa-asset-management-group-llc-has-8-60-million-stake-in-abbvie-inc-nyseabbv/,2025-01-06T16:40:43Z,ETF Daily News
2025-01-06,ABBV,AbbVie,AbbVie Inc. (NYSE:ABBV) Shares Sold by Boltwood Capital Management,boltwood capital management decreased position abbvie inc nyse abbv free report th quarter holdings channel com reports fund owned shares company stoc chars,0.0,0.030303030303030304,0.0,https://www.etfdailynews.com/2025/01/06/abbvie-inc-nyseabbv-shares-sold-by-boltwood-capital-management/,2025-01-06T17:36:43Z,ETF Daily News
2025-01-06,ACN,Accenture,Boltwood Capital Management Makes New Investment in Accenture plc (NYSE:ACN),boltwood capital management bought new position shares accenture plc nyse acn free report fourth quarter holdingschannel com reports institutional investor bought sha chars,0.0,0.03333333333333333,0.1787878787878788,https://www.etfdailynews.com/2025/01/06/boltwood-capital-management-makes-new-investment-in-accenture-plc-nyseacn/,2025-01-06T17:04:47Z,ETF Daily News
2025-01-06,ACN,Accenture,"Nordea Investment Management AB Sells 178,366 Shares of Accenture plc (NYSE:ACN)",nordea investment management ab lessened stake accenture plc nyse acn free report th quarter according company recent f filing securities chars,0.0,0.027777777777777776,0.2,https://www.etfdailynews.com/2025/01/06/nordea-investment-management-ab-sells-178366-shares-of-accenture-plc-nyseacn/,2025-01-06T12:30:02Z,ETF Daily News
2025-01-06,ACN,Accenture,"CWA Asset Management Group LLC Buys 1,798 Shares of Accenture plc (NYSE:ACN)",cwa asset management group llc grew stake shares accenture plc nyse acn free report th quarter according company recent f filing sec chars,0.0,0.02631578947368421,0.10000000000000002,https://www.etfdailynews.com/2025/01/06/cwa-asset-management-group-llc-buys-1798-shares-of-accenture-plc-nyseacn/,2025-01-06T16:10:57Z,ETF Daily News
2025-01-06,ADBE,Adobe Inc.,Pensionfund Sabic Takes Position in Adobe Inc. (NASDAQ:ADBE),pensionfund sabic purchased new position adobe inc nasdaq adbe free report th quarter according company recent filing sec institutional investo chars,0.0,0.058823529411764705,0.1090909090909091,https://www.etfdailynews.com/2025/01/06/pensionfund-sabic-takes-position-in-adobe-inc-nasdaqadbe/,2025-01-06T15:35:02Z,ETF Daily News
2025-01-06,ADBE,Adobe Inc.,"Boltwood Capital Management Has $852,000 Stock Holdings in Adobe Inc. (NASDAQ:ADBE)",boltwood capital management decreased position adobe inc nasdaq adbe free report th quarter holdings channel com reports institutional investor owned shares chars,0.0,0.06451612903225806,0.0,https://www.etfdailynews.com/2025/01/06/boltwood-capital-management-has-852000-stock-holdings-in-adobe-inc-nasdaqadbe/,2025-01-06T16:33:03Z,ETF Daily News
2025-01-06,ADBE,Adobe Inc.,"Nordea Investment Management AB Purchases 33,414 Shares of Adobe Inc. (NASDAQ:ADBE)",nordea investment management ab grew position adobe inc nasdaq adbe free report fourth quarter according recent form f filing securities exchang chars,0.0,0.05714285714285714,0.13333333333333333,https://www.etfdailynews.com/2025/01/06/nordea-investment-management-ab-purchases-33414-shares-of-adobe-inc-nasdaqadbe/,2025-01-06T12:27:42Z,ETF Daily News
