Date,Ticker,Company_Name,Title,Cleaned_Content,Density_Ticker,Density_Company,Sentiment,Url,PublishedAt,Source
2025-01-15,AOS,A. O. Smith,Claro Advisors LLC Reduces Stock Position in A. O. Smith Co. (NYSE:AOS),claro advisors llc trimmed position smith co nyse aos free report th quarter holdingschannel reports firm owned shares industrial products compan chars,0.0,0.08571428571428572,0.1,https://www.etfdailynews.com/2025/01/15/claro-advisors-llc-reduces-stock-position-in-a-o-smith-co-nyseaos/,2025-01-15T09:56:55Z,ETF Daily News
2025-01-15,AOS,A. O. Smith,Citigroup Has Lowered Expectations for A. O. Smith (NYSE:AOS) Stock Price,smith nyse aos get free report price target lowered equities research analysts citigroup report released monday benzinga reports brokerage p chars,0.0,0.08571428571428572,0.4,https://www.etfdailynews.com/2025/01/15/citigroup-has-lowered-expectations-for-a-o-smith-nyseaos-stock-price/,2025-01-15T08:29:00Z,ETF Daily News
2025-01-15,ABT,Abbott Laboratories,Jim Cramer on Abbott Laboratories (ABT): ‘Not Understood Very Well Because They’re Doing Tremendous Stuff When It Comes To Diabetes. People Don’t Seem To Care’,recently compiled list jim cramer discusses joe rogan elon musk stocks article going take look abbott laboratories nyse abt stands chars,0.0,0.05263157894736842,0.0,https://finance.yahoo.com/news/jim-cramer-abbott-laboratories-abt-163319501.html,2025-01-15T16:33:19Z,Yahoo Entertainment
2025-01-15,ABT,Abbott Laboratories,Stock Traders Buy Large Volume of Call Options on Abbott Laboratories (NYSE:ABT),abbott laboratories nyse abt get free report recipient unusually large options trading activity tuesday stock traders bought call options company increase chars,0.0,0.06060606060606061,0.30714285714285716,https://www.etfdailynews.com/2025/01/15/stock-traders-buy-large-volume-of-call-options-on-abbott-laboratories-nyseabt/,2025-01-15T08:49:01Z,ETF Daily News
2025-01-15,ABBV,AbbVie,Analysts Set AbbVie Inc. (NYSE:ABBV) Target Price at $205.50,shares abbvie inc nyse abbv get free report assigned consensus rating moderate buy twenty four brokerages presently covering company marketbeat com rep chars,0.0,0.03125,0.13333333333333333,https://www.etfdailynews.com/2025/01/15/analysts-set-abbvie-inc-nyseabbv-target-price-at-205-50/,2025-01-15T07:04:44Z,ETF Daily News
2025-01-15,AMD,Advanced Micro Devices,Advanced Micro Devices (NASDAQ:AMD) Shares Down 1.4% Following Analyst Downgrade,advanced micro devices inc nasdaq amd get free report fell tuesday keycorp lowered price target stock keycorp currently overweight rat chars,0.0,0.058823529411764705,0.26666666666666666,https://www.etfdailynews.com/2025/01/15/advanced-micro-devices-nasdaqamd-shares-down-1-4-following-analyst-downgrade/,2025-01-15T06:42:59Z,ETF Daily News
2025-01-15,AMD,Advanced Micro Devices,"Analysts Set Advanced Micro Devices, Inc. (NASDAQ:AMD) Target Price at $185.22",advanced micro devices inc nasdaq amd get free report received average recommendation moderate buy thirty research firms currently covering firm marketbeat co chars,0.0,0.06451612903225806,0.075,https://www.etfdailynews.com/2025/01/15/analysts-set-advanced-micro-devices-inc-nasdaqamd-target-price-at-185-22/,2025-01-15T08:14:50Z,ETF Daily News
2025-01-15,AMD,Advanced Micro Devices,TD Cowen Has Lowered Expectations for Advanced Micro Devices (NASDAQ:AMD) Stock Price,advanced micro devices nasdaq amd get free report price target reduced analysts td cowen report issued monday marketbeat com reports brokerage chars,0.0,0.08571428571428572,0.4,https://www.etfdailynews.com/2025/01/15/td-cowen-has-lowered-expectations-for-advanced-micro-devices-nasdaqamd-stock-price/,2025-01-15T08:58:54Z,ETF Daily News
2025-01-15,AMD,Advanced Micro Devices,Analyst unveils AMD stock price target on AI and server update,amd might find struggling keep ai race still plenty potential mature markets analysts say advanced micro devices amd shares dropped chars,0.02631578947368421,0.05263157894736842,0.16666666666666666,https://biztoc.com/x/9ab2673b8393b42a,2025-01-15T17:30:02Z,Biztoc.com
2025-01-15,AFL,Aflac,"Wedmont Private Capital Has $890,000 Stake in Aflac Incorporated (NYSE:AFL)",wedmont private capital grew holdings aflac incorporated nyse afl free report th quarter holdingschannel reports firm owned shares financial service chars,0.0,0.03125,0.05,https://www.etfdailynews.com/2025/01/15/wedmont-private-capital-has-890000-stake-in-aflac-incorporated-nyseafl/,2025-01-15T09:07:00Z,ETF Daily News
2025-01-15,A,Agilent Technologies,"Cooper Financial Group Boosts Stock Holdings in Agilent Technologies, Inc. (NYSE:A)",cooper financial group increased position agilent technologies inc nyse free report fourth quarter according company recent filing securitie chars,0.0,0.029411764705882353,0.1,https://www.etfdailynews.com/2025/01/15/cooper-financial-group-boosts-stock-holdings-in-agilent-technologies-inc-nysea/,2025-01-15T09:23:09Z,ETF Daily News
2025-01-15,APD,Air Products,"Moody National Bank Trust Division Sells 200 Shares of Air Products and Chemicals, Inc. (NYSE:APD)",moody national bank trust division lessened holdings shares air products chemicals inc nyse apd free report fourth quarter according company chars,0.0,0.05714285714285714,0.2,https://www.etfdailynews.com/2025/01/15/moody-national-bank-trust-division-sells-200-shares-of-air-products-and-chemicals-inc-nyseapd/,2025-01-15T10:31:06Z,ETF Daily News
2025-01-15,APD,Air Products,"Capital Investment Advisors LLC Has $1.58 Million Stock Position in Air Products and Chemicals, Inc. (NYSE:APD)",capital investment advisors llc cut position air products chemicals inc nyse apd free report th quarter according company recent f filing chars,0.0,0.05405405405405406,0.2,https://www.etfdailynews.com/2025/01/15/capital-investment-advisors-llc-has-1-58-million-stock-position-in-air-products-and-chemicals-inc-nyseapd/,2025-01-15T09:04:57Z,ETF Daily News
2025-01-15,APD,Air Products,"Salem Investment Counselors Inc. Sells 45 Shares of Air Products and Chemicals, Inc. (NYSE:APD)",salem investment counselors inc decreased stake shares air products chemicals inc nyse apd free report th quarter according recent f filing th chars,0.0,0.05555555555555555,0.0,https://www.etfdailynews.com/2025/01/15/salem-investment-counselors-inc-sells-45-shares-of-air-products-and-chemicals-inc-nyseapd/,2025-01-15T09:04:54Z,ETF Daily News
2025-01-15,ALB,Albemarle Corporation,"Fiduciary Alliance LLC Makes New $262,000 Investment in Albemarle Co. (NYSE:ALB)",fiduciary alliance llc acquired new stake albemarle co nyse alb free report fourth quarter according recent form f filing sec fund acquired sha chars,0.0,0.027777777777777776,0.08727272727272728,https://www.etfdailynews.com/2025/01/15/fiduciary-alliance-llc-makes-new-262000-investment-in-albemarle-co-nysealb/,2025-01-15T08:57:11Z,ETF Daily News
2025-01-15,ARE,Alexandria Real Estate Equities,Alexandria Real Estate Equities (NYSE:ARE) versus FrontView REIT (NYSE:FVR) Financial Contrast,alexandria real estate equities nyse get free report frontview reit nyse fvr get free report finance companies better investment contrast two b chars,0.02857142857142857,0.11428571428571428,0.375,https://www.etfdailynews.com/2025/01/15/alexandria-real-estate-equities-nyseare-versus-frontview-reit-nysefvr-financial-contrast/,2025-01-15T07:25:16Z,ETF Daily News
