Date,Ticker,Company_Name,Title,Cleaned_Content,Density_Ticker,Density_Company,Sentiment,Url,PublishedAt,Source
2025-01-16,MMM,3M,Wedmont Private Capital Increases Position in 3M (NYSE:MMM),wedmont private capital lifted holdings shares nyse mmm free report fourth quarter holdingschannel com reports fund owned shares conglomerate sto chars,0.0,0.030303030303030304,0.13333333333333333,https://www.etfdailynews.com/2025/01/16/wedmont-private-capital-increases-position-in-3m-nysemmm/,2025-01-16T09:52:58Z,ETF Daily News
2025-01-16,MMM,3M,"Brookstone Capital Management Sells 92,378 Shares of 3M (NYSE:MMM)",brookstone capital management lessened holdings nyse mmm free report th quarter according recent filing securities exchange commission th chars,0.0,0.030303030303030304,0.2,https://www.etfdailynews.com/2025/01/16/brookstone-capital-management-sells-92378-shares-of-3m-nysemmm/,2025-01-16T15:28:45Z,ETF Daily News
2025-01-16,MMM,3M,3M (NYSE:MMM) Stake Lifted by Miracle Mile Advisors LLC,miracle mile advisors llc raised stake nyse mmm free report fourth quarter holdingschannel com reports institutional investor owned shares conglo chars,0.0,0.03125,0.2,https://www.etfdailynews.com/2025/01/16/3m-nysemmm-stake-lifted-by-miracle-mile-advisors-llc/,2025-01-16T09:09:08Z,ETF Daily News
2025-01-16,AOS,A. O. Smith,A. O. Smith Reports Quarterly Dividend,milwaukee jan prnewswire directors smith corporation nyse aos today declared regular quarterly cash dividend per share company common stock chars,0.0,0.08823529411764706,-0.15,https://www.investing.com/news/press-releases/a-o-smith-reports-quarterly-dividend-93CH-3817824,2025-01-16T22:36:04Z,Investing.com
2025-01-16,ABBV,AbbVie,Signal Advisors Wealth LLC Acquires 232 Shares of AbbVie Inc. (NYSE:ABBV),signal advisors wealth llc lifted position abbvie inc nyse abbv free report th quarter according company recent f filing securities exc chars,0.0,0.02702702702702703,0.2,https://www.etfdailynews.com/2025/01/16/signal-advisors-wealth-llc-acquires-232-shares-of-abbvie-inc-nyseabbv/,2025-01-16T09:23:06Z,ETF Daily News
2025-01-16,ACN,Accenture,AdvisorNet Financial Inc Sells 307 Shares of Accenture plc (NYSE:ACN),advisornet financial inc trimmed stake shares accenture plc nyse acn free report th quarter according company recent f filing securit chars,0.0,0.027777777777777776,0.13333333333333333,https://www.etfdailynews.com/2025/01/16/advisornet-financial-inc-sells-307-shares-of-accenture-plc-nyseacn/,2025-01-16T08:53:08Z,ETF Daily News
2025-01-16,ADBE,Adobe Inc.,"Brookstone Capital Management Sells 3,141 Shares of Adobe Inc. (NASDAQ:ADBE)",brookstone capital management cut holdings adobe inc nasdaq adbe free report th quarter holdings channel com reports firm owned shares software company chars,0.0,0.06060606060606061,0.1,https://www.etfdailynews.com/2025/01/16/brookstone-capital-management-sells-3141-shares-of-adobe-inc-nasdaqadbe/,2025-01-16T09:22:48Z,ETF Daily News
2025-01-16,AMD,Advanced Micro Devices,"AMD Downgraded--Wolfe Slashes AI GPU Forecast, but MI350 Accelerator Sparks Hope",advanced micro devices nasdaq amd sees downgrade wolfe research warns slower data center gpu revenue growth expected shares tick slightly premarket trading wolfe anal chars,0.0,0.09375,0.008333333333333345,https://finance.yahoo.com/news/amd-downgraded-wolfe-slashes-ai-141325252.html,2025-01-16T14:13:25Z,Yahoo Entertainment
2025-01-16,AMD,Advanced Micro Devices,Advanced Micro Devices (NASDAQ:AMD) Stock Rating Lowered by StockNews.com,advanced micro devices nasdaq amd get free report downgraded analysts stocknews com hold rating sell rating research report issued clients investors tuesd chars,0.0,0.08571428571428572,0.4,https://www.etfdailynews.com/2025/01/16/advanced-micro-devices-nasdaqamd-stock-rating-lowered-by-stocknews-com/,2025-01-16T08:41:06Z,ETF Daily News
2025-01-16,AMD,Advanced Micro Devices,Is AMD Stock Due for a Bounce Back Year in 2025?,advanced micro devices amd also known amd surprisingly underperforming tech stock past year declined even despite promising growth opportunit chars,0.0,0.08823529411764706,0.2625,https://biztoc.com/x/6e9b6c89c773facc,2025-01-16T17:25:27Z,Biztoc.com
2025-01-16,AMD,Advanced Micro Devices,Is AMD Stock Due for a Bounce Back Year in 2025?,advanced micro devices nasdaq amd also known amd surprisingly underperforming tech stock past year declined even despite promising growth opportuni chars,0.0,0.08823529411764706,0.2625,https://biztoc.com/x/121954ff29b55c2e,2025-01-16T11:40:12Z,Biztoc.com
2025-01-16,AFL,Aflac,Brookstone Capital Management Lowers Stock Position in Aflac Incorporated (NYSE:AFL),brookstone capital management reduced stake shares aflac incorporated nyse afl free report fourth quarter according company recent f filing chars,0.0,0.029411764705882353,0.13333333333333333,https://www.etfdailynews.com/2025/01/16/brookstone-capital-management-lowers-stock-position-in-aflac-incorporated-nyseafl/,2025-01-16T09:56:57Z,ETF Daily News
2025-01-16,AFL,Aflac,"Aflac (NYSE:AFL) Stock Price Expected to Rise, Wells Fargo & Company Analyst Says",aflac nyse afl get free report price objective boosted stock analysts wells fargo amp company report released tuesday benzinga reports brokera chars,0.0,0.029411764705882353,0.2,https://www.etfdailynews.com/2025/01/16/aflac-nyseafl-stock-price-expected-to-rise-wells-fargo-company-analyst-says/,2025-01-16T08:34:59Z,ETF Daily News
2025-01-16,A,Agilent Technologies,"Cell Therapy Technologies Market Forecasts 2024-2029: Advancements in Gene Editing Technologies, Development of Automated Cell Processing Systems and Regulatory Support for Fast-tracking Therapies",dublin jan globe newswire cell therapy technologies market product media sera amp reagents vessels single use equipment process cell processing preservation distrib chars,0.0,0.03571428571428571,-0.07142857142857142,https://www.globenewswire.com/news-release/2025/01/16/3010581/28124/en/Cell-Therapy-Technologies-Market-Forecasts-2024-2029-Advancements-in-Gene-Editing-Technologies-Development-of-Automated-Cell-Processing-Systems-and-Regulatory-Support-for-Fast-trac.html,2025-01-16T09:43:00Z,GlobeNewswire
2025-01-16,APD,Air Products,"Miracle Mile Advisors LLC Acquires 702 Shares of Air Products and Chemicals, Inc. (NYSE:APD)",miracle mile advisors llc increased holdings air products chemicals inc nyse apd free report fourth quarter holdingschannel reports firm owned shares chars,0.0,0.058823529411764705,0.06666666666666667,https://www.etfdailynews.com/2025/01/16/miracle-mile-advisors-llc-acquires-702-shares-of-air-products-and-chemicals-inc-nyseapd/,2025-01-16T09:43:01Z,ETF Daily News
2025-01-16,APD,Air Products,"Air Products and Chemicals, Inc. (NYSE:APD) Shares Bought by Wedmont Private Capital",wedmont private capital raised position air products chemicals inc nyse apd free report th quarter holdingschannel reports institutional investor owned chars,0.0,0.06451612903225806,0.2,https://www.etfdailynews.com/2025/01/16/air-products-and-chemicals-inc-nyseapd-shares-bought-by-wedmont-private-capital/,2025-01-16T08:31:04Z,ETF Daily News
2025-01-16,AKAM,Akamai Technologies,FY2024 Earnings Forecast for AKAM Issued By Zacks Research,akamai technologies inc nasdaq akam free report equities research analysts zacks research dropped fy earnings per share eps estimates shares akamai technologies res chars,0.0,0.09375,0.4,https://www.etfdailynews.com/2025/01/16/fy2024-earnings-forecast-for-akam-issued-by-zacks-research/,2025-01-16T06:45:36Z,ETF Daily News
2025-01-16,ALB,Albemarle Corporation,Albemarle (NYSE:ALB) Coverage Initiated at Clarkson Capital,equities research analysts clarkson capital assumed coverage shares albemarle nyse alb get free report note issued investors tuesday marketbeat com reports brokerage set chars,0.0,0.03125,0.4,https://www.etfdailynews.com/2025/01/16/albemarle-nysealb-coverage-initiated-at-clarkson-capital/,2025-01-16T08:34:59Z,ETF Daily News
2025-01-16,ALGN,Align Technology,"Wealth Enhancement Advisory Services LLC Has $1.63 Million Stock Holdings in Align Technology, Inc. (NASDAQ:ALGN)",wealth enhancement advisory services llc boosted holdings shares align technology inc nasdaq algn free report fourth quarter holdingschannel reports fund owne chars,0.0,0.03225806451612903,0.2,https://www.etfdailynews.com/2025/01/16/wealth-enhancement-advisory-services-llc-has-1-63-million-stock-holdings-in-align-technology-inc-nasdaqalgn/,2025-01-16T09:03:10Z,ETF Daily News
2025-01-16,LNT,Alliant Energy,Capital Investment Advisors LLC Purchases 941 Shares of Alliant Energy Co. (NASDAQ:LNT),capital investment advisors llc lifted position shares alliant energy co nasdaq lnt free report th quarter according company recent form f fi chars,0.0,0.05555555555555555,0.2,https://www.etfdailynews.com/2025/01/16/capital-investment-advisors-llc-purchases-941-shares-of-alliant-energy-co-nasdaqlnt/,2025-01-16T08:31:06Z,ETF Daily News
2025-01-16,ALL,Allstate,Texas AG Sues Allstate ‘for Unlawfully Collecting’ User Data to Drive Up Rates,texas attorney general ken paxton suing allstate accusing company unlawfully collecting using selling driving data million americans allstate one bigges chars,0.0,0.030303030303030304,0.05000000000000002,https://www.webpronews.com/texas-ag-sues-allstate-for-unlawfully-collecting-user-data-to-drive-up-rates/,2025-01-16T12:00:00Z,WebProNews
